ORDER_BY_ME,PRIMARY_CAT,REL_CAT,COOC,SENTIMENT
2,Entertainment,Refunds,164,-1.009381092
2,Entertainment,Renovations,26,-1.163461538
2,Entertainment,Restrooms General,277,-0.267497034
2,Entertainment,Returns,1089,-0.776928885
2,Entertainment,Room to Shop,991,-0.939711785
2,Entertainment,Samples and Testers,86,-0.417592593
2,Entertainment,Self-Checkout,784,-1.014692982
2,Entertainment,Shopping Efficiency,659,0.450061728
2,Entertainment,Sinks,4,1.375
2,Entertainment,Size,122,-0.452845528
2,Entertainment,Speed of Service,3620,-0.932823129
2,Entertainment,Staff Appearance,191,-0.582051282
2,Entertainment,Store Location,356,-0.642220683
2,Entertainment,Store Pickup,144,-0.814869281
2,Entertainment,Store Quality,3121,-0.194794896
2,Entertainment,Style/Design,2694,-0.321293147
2,Entertainment,Sufficient Floor Staff,1868,-0.929736227
2,Entertainment,Sufficient Registers,2461,-0.843471228
2,Entertainment,Sufficient Space,54,-0.490909091
2,Entertainment,Tidiness,2525,-0.69687998
2,Entertainment,Toilets,11,-0.454545455
2,Entertainment,Variety,9261,-0.280346923
2,Entertainment,Warranty,134,-0.182758621
2,Fresh Foods,Above & Beyond,404,0.42767199
2,Fresh Foods,As Advertised,308,-0.778876582
2,Fresh Foods,Atmosphere,500,-0.248932941
2,Fresh Foods,Attitude,13042,-0.311161676
2,Fresh Foods,Bagging,2883,-0.776920002
2,Fresh Foods,Business Hours,732,-0.687667336
2,Fresh Foods,Cart Availability,1132,-0.942936055
2,Fresh Foods,Cart Quality,1151,-0.808848434
2,Fresh Foods,Checkout Wait Time,6437,-0.796652725
2,Fresh Foods,Cleanliness,4522,-0.276805134
2,Fresh Foods,Communication Skills,628,-0.886459854
2,Fresh Foods,Condition,240,-0.834039256
2,Fresh Foods,Coupons,966,-0.633344534
2,Fresh Foods,Design,344,-0.570146917
2,Fresh Foods,Discounts,2629,-0.016841466
2,Fresh Foods,Ease of Checkout,720,-0.731931034
2,Fresh Foods,Ease of Parking,296,-0.276164422
2,Fresh Foods,Exchanges,122,-0.77374031
2,Fresh Foods,Express Lanes,301,-0.781115591
2,Fresh Foods,Features/Functionality,803,-0.10836952
2,Fresh Foods,Fees,29,-0.75
2,Fresh Foods,Financing,52,-0.657051282
2,Fresh Foods,Finding Help,5184,-0.784615923
2,Fresh Foods,Finding Items,5961,-0.530296807
2,Fresh Foods,Fitting Rooms,48,-0.551870748
2,Fresh Foods,Floor,79,-0.752900844
2,Fresh Foods,Friendliness,6343,-0.224695377
2,Fresh Foods,Greeting,1981,-0.441061408
2,Fresh Foods,Heating/Cooling,271,-0.866306954
2,Fresh Foods,Helpfulness,8070,-0.450654783
2,Fresh Foods,In-Store Advertising,17,-1.333333333
2,Fresh Foods,In-Store Navigation,2683,-0.668815377
2,Fresh Foods,Knowledge,3079,-0.561369702
2,Fresh Foods,Layout Consistency,714,-0.850213527
2,Fresh Foods,Lighting,327,-0.762424699
2,Fresh Foods,Listening,220,-0.732826577
2,Fresh Foods,New Merchandise,542,-0.502545872
2,Fresh Foods,Noise,656,-1.086116996
2,Fresh Foods,Odor,596,-0.820712187
2,Fresh Foods,On Display,5266,-0.46258001
2,Fresh Foods,Price Matching,1202,-0.353664921
2,Fresh Foods,Pricing/Value,43241,-0.335364819
2,Fresh Foods,Product Availability,59413,-0.729567986
2,Fresh Foods,Pros/Cons,83,-0.501506024
2,Fresh Foods,Quality of Staff,7619,-0.38469585
2,Fresh Foods,Quality/Reliability,16290,-0.78198543
2,Fresh Foods,Rebates,10,-1.424242424
2,Fresh Foods,Receipt & Payment,727,-0.744735663
2,Fresh Foods,Refunds,319,-0.79876161
2,Fresh Foods,Renovations,99,-0.756127451
2,Fresh Foods,Restrooms General,1539,-0.441601934
2,Fresh Foods,Returns,1872,-0.791706489
2,Fresh Foods,Room to Shop,5761,-0.948168021
2,Fresh Foods,Samples and Testers,662,-0.146746657
2,Fresh Foods,Self-Checkout,1687,-0.730244862
2,Fresh Foods,Shopping Efficiency,2203,0.405673163
2,Fresh Foods,Sinks,25,-1.1
2,Fresh Foods,Size,592,-0.438417494
2,Fresh Foods,Speed of Service,8447,-0.890956234
2,Fresh Foods,Staff Appearance,633,-0.70997807
2,Fresh Foods,Store Location,1573,-0.437629229
2,Fresh Foods,Store Pickup,106,-0.461033951
2,Fresh Foods,Store Quality,14472,-0.408845913
2,Fresh Foods,Style/Design,18906,-0.506539257
2,Fresh Foods,Sufficient Floor Staff,5088,-1.039181536
2,Fresh Foods,Sufficient Registers,10593,-0.938747776
2,Fresh Foods,Sufficient Space,252,-0.487091503
2,Fresh Foods,Tidiness,7759,-0.790820533
2,Fresh Foods,Toilets,89,-0.534644195
2,Fresh Foods,Variety,42024,-0.452145229
2,Fresh Foods,Warranty,24,-0.826388889
2,Frozen Foods,Above & Beyond,25,-0.425
2,Frozen Foods,As Advertised,34,-1.307432432
2,Frozen Foods,Atmosphere,13,-0.807692308
2,Frozen Foods,Attitude,518,-0.32201087
2,Frozen Foods,Bagging,154,-0.672727273
2,Frozen Foods,Business Hours,34,-0.610294118
2,Frozen Foods,Cart Availability,92,-0.633064516
2,Frozen Foods,Cart Quality,54,-1.023148148
2,Frozen Foods,Checkout Wait Time,732,-0.862415775
2,Frozen Foods,Cleanliness,210,-0.590753425
2,Frozen Foods,Communication Skills,26,-0.913793103
2,Frozen Foods,Condition,9,-0.777777778
2,Frozen Foods,Coupons,99,-0.585585586
2,Frozen Foods,Design,19,-0.513157895
2,Frozen Foods,Discounts,138,0.346631206
2,Frozen Foods,Ease of Checkout,62,-0.810483871
2,Frozen Foods,Ease of Parking,15,-0.733333333
2,Frozen Foods,Exchanges,11,-1.704545455
2,Frozen Foods,Express Lanes,42,-0.714285714
2,Frozen Foods,Features/Functionality,52,-0.144230769
2,Frozen Foods,Fees,2,-2
2,Frozen Foods,Financing,2,-0.5
2,Frozen Foods,Finding Help,271,-0.492056355
2,Frozen Foods,Finding Items,638,-0.615818136
2,Frozen Foods,Fitting Rooms,1,1
2,Frozen Foods,Floor,3,-1.083333333
2,Frozen Foods,Friendliness,229,-0.383854167
2,Frozen Foods,Greeting,93,-0.434278351
2,Frozen Foods,Heating/Cooling,36,-1.115384615
2,Frozen Foods,Helpfulness,398,-0.470883534
2,Frozen Foods,In-Store Navigation,246,-0.784076227
2,Frozen Foods,Knowledge,130,-0.582706767
2,Frozen Foods,Layout Consistency,63,-0.810606061
2,Frozen Foods,Lighting,25,-0.84
2,Frozen Foods,Listening,15,-0.296875
2,Frozen Foods,New Merchandise,63,-0.658203125
2,Frozen Foods,Noise,26,-1.060483871
2,Frozen Foods,Odor,25,-1.08
2,Frozen Foods,On Display,249,-0.76170412
2,Frozen Foods,Price Matching,36,-0.452702703
2,Frozen Foods,Pricing/Value,2383,-0.136403819
2,Frozen Foods,Product Availability,5035,-0.827954545
2,Frozen Foods,Pros/Cons,8,0.125
2,Frozen Foods,Quality of Staff,284,-0.381678281
2,Frozen Foods,Quality/Reliability,402,-0.441753674
2,Frozen Foods,Receipt & Payment,39,-0.961538462
2,Frozen Foods,Refunds,10,-1.25
2,Frozen Foods,Renovations,14,-1.071428571
2,Frozen Foods,Restrooms General,65,-0.573076923
2,Frozen Foods,Returns,150,-0.620833333
2,Frozen Foods,Room to Shop,423,-1.079673423
2,Frozen Foods,Samples and Testers,27,-0.1171875
2,Frozen Foods,Self-Checkout,122,-0.531976744
2,Frozen Foods,Shopping Efficiency,202,0.775485437
2,Frozen Foods,Sinks,1,-2
2,Frozen Foods,Size,45,-0.054347826
2,Frozen Foods,Speed of Service,460,-0.941991786
2,Frozen Foods,Staff Appearance,21,-0.726190476
2,Frozen Foods,Store Location,75,-0.200757576
2,Frozen Foods,Store Pickup,8,-1.055555556
2,Frozen Foods,Store Quality,805,-0.415608626
2,Frozen Foods,Style/Design,1280,-0.528367876
2,Frozen Foods,Sufficient Floor Staff,194,-0.816287879
2,Frozen Foods,Sufficient Registers,951,-0.935681531
2,Frozen Foods,Sufficient Space,22,-0.761363636
2,Frozen Foods,Tidiness,608,-0.865974379
2,Frozen Foods,Toilets,8,-0.5
2,Frozen Foods,Variety,4103,-0.470495398
2,Frozen Foods,Warranty,2,-1.25
2,Hard Lines,Above & Beyond,234,0.574726342
2,Hard Lines,As Advertised,71,-0.975788288
2,Hard Lines,Atmosphere,110,0.00487988
2,Hard Lines,Attitude,4228,-0.261422068
2,Hard Lines,Bagging,207,-0.716251885
2,Hard Lines,Business Hours,276,-0.600699301
2,Hard Lines,Cart Availability,227,-0.930851064
2,Hard Lines,Cart Quality,281,-0.934563758
2,Hard Lines,Checkout Wait Time,1596,-0.727165586
2,Hard Lines,Cleanliness,690,-0.474473936
2,Hard Lines,Communication Skills,201,-0.857487923
2,Hard Lines,Condition,79,-0.415084388
2,Hard Lines,Coupons,309,-0.361423221
2,Hard Lines,Design,127,-0.494094488
2,Hard Lines,Discounts,1592,0.142054676
2,Hard Lines,Ease of Checkout,164,-0.644817073
2,Hard Lines,Ease of Parking,101,-0.526960784
2,Hard Lines,Exchanges,149,-0.845687984
2,Hard Lines,Express Lanes,51,-0.730392157
2,Hard Lines,Features/Functionality,350,-0.18454072
2,Hard Lines,Fees,38,-0.392276423
2,Hard Lines,Financing,138,-0.710691824
2,Hard Lines,Finding Help,4452,-0.873363811
2,Hard Lines,Finding Items,2814,-0.332720293
2,Hard Lines,Fitting Rooms,68,-0.770238095
2,Hard Lines,Floor,15,-1.108333333
2,Hard Lines,Friendliness,1590,-0.282992218
2,Hard Lines,Greeting,683,-0.433396639
2,Hard Lines,Heating/Cooling,258,-0.936663625
2,Hard Lines,Helpfulness,5569,-0.595821983
2,Hard Lines,In-Store Advertising,4,-2.234375
2,Hard Lines,In-Store Navigation,1055,-0.659956999
2,Hard Lines,Knowledge,1633,-0.497876154
2,Hard Lines,Layout Consistency,265,-0.640682657
2,Hard Lines,Lighting,293,-0.826295987
2,Hard Lines,Listening,90,-0.719444444
2,Hard Lines,New Merchandise,210,-0.218154762
2,Hard Lines,Noise,234,-1.159610215
2,Hard Lines,Odor,88,-1.117527174
2,Hard Lines,On Display,1102,-0.588171695
2,Hard Lines,Price Matching,102,-0.376106195
2,Hard Lines,Pricing/Value,10296,-0.096317439
2,Hard Lines,Product Availability,15047,-0.83543369
2,Hard Lines,Pros/Cons,19,-0.638157895
2,Hard Lines,Quality of Staff,2915,-0.352371763
2,Hard Lines,Quality/Reliability,2446,-0.73677405
2,Hard Lines,Rebates,19,-0.380952381
2,Hard Lines,Receipt & Payment,204,-0.689503205
2,Hard Lines,Refunds,123,-1.095930233
2,Hard Lines,Renovations,67,-0.316176471
2,Hard Lines,Restrooms General,336,-0.87293956
2,Hard Lines,Returns,1050,-0.717031657
2,Hard Lines,Room to Shop,1195,-0.891955972
2,Hard Lines,Samples and Testers,59,-0.382392473
2,Hard Lines,Self-Checkout,433,-0.664946057
2,Hard Lines,Shopping Efficiency,728,0.230344325
2,Hard Lines,Sinks,10,-0.55
2,Hard Lines,Size,234,-0.361936475
2,Hard Lines,Speed of Service,5235,-1.027887597
2,Hard Lines,Staff Appearance,262,-0.610174782
2,Hard Lines,Store Location,531,-0.266326531
2,Hard Lines,Store Pickup,102,-0.768492063
2,Hard Lines,Store Quality,3942,-0.234699085
2,Hard Lines,Style/Design,2910,-0.454320792
2,Hard Lines,Sufficient Floor Staff,3191,-1.060140608
2,Hard Lines,Sufficient Registers,2072,-0.907911877
2,Hard Lines,Sufficient Space,130,-0.77020202
2,Hard Lines,Tidiness,2286,-0.795794345
2,Hard Lines,Toilets,30,-1.075
2,Hard Lines,Variety,9261,-0.449440361
2,Hard Lines,Warranty,116,-0.591600529
2,Health & Wellness,Above & Beyond,954,1.208322483
2,Health & Wellness,As Advertised,40,-0.259146341
2,Health & Wellness,Atmosphere,170,0.413986355
2,Health & Wellness,Attitude,12715,0.693288028
2,Health & Wellness,Bagging,172,-0.777071563
2,Health & Wellness,Business Hours,701,-0.694819041
2,Health & Wellness,Cart Availability,349,-0.907573665
2,Health & Wellness,Cart Quality,195,-0.7671875
2,Health & Wellness,Checkout Wait Time,6288,-0.927902611
2,Health & Wellness,Cleanliness,1078,0.135929897
2,Health & Wellness,Communication Skills,423,-0.263944508
2,Health & Wellness,Condition,42,-0.621031746
2,Health & Wellness,Coupons,309,-0.333562271
2,Health & Wellness,Design,141,-0.26584507
2,Health & Wellness,Discounts,867,0.166089246
2,Health & Wellness,Ease of Checkout,348,-0.296046402
2,Health & Wellness,Ease of Parking,202,0.083333333
2,Health & Wellness,Exchanges,48,-0.487745098
2,Health & Wellness,Express Lanes,132,-0.638786765
2,Health & Wellness,Features/Functionality,223,-0.16931652
2,Health & Wellness,Fees,12,-0.072916667
2,Health & Wellness,Financing,18,-0.527777778
2,Health & Wellness,Finding Help,2272,-0.385207174
2,Health & Wellness,Finding Items,1808,-0.258453783
2,Health & Wellness,Fitting Rooms,24,-1.2734375
2,Health & Wellness,Floor,10,-0.704545455
2,Health & Wellness,Friendliness,5874,0.592290286
2,Health & Wellness,Greeting,1022,0.233865915
2,Health & Wellness,Heating/Cooling,76,-0.399038462
2,Health & Wellness,Helpfulness,7415,0.604533115
2,Health & Wellness,In-Store Advertising,25,-1.5675
2,Health & Wellness,In-Store Navigation,1311,-0.69652138
2,Health & Wellness,Knowledge,2178,0.219882146
2,Health & Wellness,Layout Consistency,241,-0.804526749
2,Health & Wellness,Lighting,68,-0.634057971
2,Health & Wellness,Listening,158,-0.408103272
2,Health & Wellness,New Merchandise,94,-0.255762411
2,Health & Wellness,Noise,219,-1.052579365
2,Health & Wellness,Odor,45,-0.634259259
2,Health & Wellness,On Display,857,-0.884051101
2,Health & Wellness,Price Matching,79,-0.496987952
2,Health & Wellness,Pricing/Value,7367,-0.049023307
2,Health & Wellness,Product Availability,8503,-0.742501818
2,Health & Wellness,Pros/Cons,24,-0.053819444
2,Health & Wellness,Quality of Staff,6524,0.944238856
2,Health & Wellness,Quality/Reliability,1460,-0.571777238
2,Health & Wellness,Rebates,12,0.365384615
2,Health & Wellness,Receipt & Payment,299,-0.671319444
2,Health & Wellness,Refunds,89,-0.614583333
2,Health & Wellness,Renovations,72,-0.710115132
2,Health & Wellness,Restrooms General,366,-0.427901987
2,Health & Wellness,Returns,1037,-0.45888458
2,Health & Wellness,Room to Shop,2724,-1.187252153
2,Health & Wellness,Samples and Testers,56,-0.453389831
2,Health & Wellness,Self-Checkout,440,-0.584088486
2,Health & Wellness,Shopping Efficiency,1430,0.799716884
2,Health & Wellness,Sinks,5,-1.5
2,Health & Wellness,Size,203,-0.170289855
2,Health & Wellness,Speed of Service,5753,-0.532869056
2,Health & Wellness,Staff Appearance,305,-0.268736472
2,Health & Wellness,Store Location,739,-0.027263543
2,Health & Wellness,Store Pickup,109,-0.156060606
2,Health & Wellness,Store Quality,5394,0.614395428
2,Health & Wellness,Style/Design,1801,-0.393426555
2,Health & Wellness,Sufficient Floor Staff,2938,-1.000486527
2,Health & Wellness,Sufficient Registers,5841,-1.008317171
2,Health & Wellness,Sufficient Space,157,-0.082014768
2,Health & Wellness,Tidiness,2395,-0.703176979
2,Health & Wellness,Toilets,19,-0.835526316
2,Health & Wellness,Variety,2926,-0.322765652
2,Health & Wellness,Warranty,22,0.350378788
2,Home,Above & Beyond,166,1.045557229
2,Home,As Advertised,91,-0.446236559
2,Home,Atmosphere,533,1.168703875
2,Home,Attitude,6933,0.936026095
2,Home,Bagging,285,-0.280767108
2,Home,Business Hours,483,-0.503563045
2,Home,Cart Availability,554,-0.434292035
2,Home,Cart Quality,349,-0.463526912
2,Home,Checkout Wait Time,2674,0.063803993
2,Home,Cleanliness,8691,1.171845118
2,Home,Communication Skills,140,-0.125844595
2,Home,Condition,152,0.377587146
2,Home,Coupons,141,-0.182672764
2,Home,Design,501,0.085616048
2,Home,Discounts,1075,0.672014464
2,Home,Ease of Checkout,372,0.48424933
2,Home,Ease of Parking,259,0.091730038
2,Home,Exchanges,273,-1.045967742
2,Home,Express Lanes,84,-0.327034884
2,Home,Features/Functionality,333,0.087064677
2,Home,Fees,7,-0.428571429
2,Home,Financing,69,-0.044117647
2,Home,Finding Help,2589,0.065173884
2,Home,Finding Items,4336,0.581582397
2,Home,Fitting Rooms,113,-0.01678719
2,Home,Floor,45,-0.088888889
2,Home,Friendliness,3804,1.117491486
2,Home,Greeting,977,0.426177536
2,Home,Heating/Cooling,77,0.150316456
2,Home,Helpfulness,4598,0.51698449
2,Home,In-Store Advertising,3,-0.416666667
2,Home,In-Store Navigation,2001,0.189068207
2,Home,Knowledge,1443,0.333340362
2,Home,Layout Consistency,328,-0.015905689
2,Home,Lighting,205,0.605582524
2,Home,Listening,41,0.285714286
2,Home,New Merchandise,137,0.332733813
2,Home,Noise,146,-0.231085526
2,Home,Odor,104,0.367138365
2,Home,On Display,2734,0.02866941
2,Home,Price Matching,73,0.214506173
2,Home,Pricing/Value,10538,0.404506647
2,Home,Product Availability,9601,-0.313101044
2,Home,Pros/Cons,21,0.795454545
2,Home,Quality of Staff,3262,0.716987371
2,Home,Quality/Reliability,2822,-0.554272378
2,Home,Rebates,3,-1.166666667
2,Home,Receipt & Payment,178,-0.601190476
2,Home,Refunds,55,-0.687859195
2,Home,Renovations,197,0.13023399
2,Home,Restrooms General,756,0.50394793
2,Home,Returns,742,-0.277574144
2,Home,Room to Shop,2736,-0.055984584
2,Home,Samples and Testers,86,-0.417602996
2,Home,Self-Checkout,476,0.079472166
2,Home,Shopping Efficiency,3048,1.596314103
2,Home,Sinks,10,-1.340909091
2,Home,Size,317,0.409267913
2,Home,Speed of Service,3184,-0.000919619
2,Home,Staff Appearance,340,0.287163785
2,Home,Store Location,902,0.809397645
2,Home,Store Pickup,44,-0.112037037
2,Home,Store Quality,7555,0.637985563
2,Home,Style/Design,4590,0.242765044
2,Home,Sufficient Floor Staff,1954,-0.034097117
2,Home,Sufficient Registers,3838,-0.221637171
2,Home,Sufficient Space,218,-0.083147321
2,Home,Tidiness,48614,0.726601535
2,Home,Toilets,40,-0.771875
2,Home,Variety,9384,0.032480471
2,Home,Warranty,22,-0.083333333
2,Legal,Above & Beyond,149,-0.108611111
2,Legal,As Advertised,38,-1.059210526
2,Legal,Atmosphere,458,0.832300647
2,Legal,Attitude,4213,-0.540455692
2,Legal,Bagging,374,-0.912280702
2,Legal,Business Hours,388,-1.03785956
2,Legal,Cart Availability,8856,-1.239457071
2,Legal,Cart Quality,2820,-0.909705529
2,Legal,Checkout Wait Time,1863,-1.098528192
2,Legal,Cleanliness,2186,-0.886918001
2,Legal,Communication Skills,220,-0.91078629
2,Legal,Condition,118,-0.960609244
2,Legal,Coupons,268,-1.024171271
2,Legal,Design,140,-1.071428571
2,Legal,Discounts,260,-0.641791045
2,Legal,Ease of Checkout,399,-1.319496269
2,Legal,Ease of Parking,1160,-1.156241283
2,Legal,Exchanges,60,-1.08203125
2,Legal,Express Lanes,128,-1.021780303
2,Legal,Features/Functionality,511,-0.99598587
2,Legal,Fees,17,-0.838235294
2,Legal,Financing,46,-0.985849057
2,Legal,Finding Help,2002,-0.84925409
2,Legal,Finding Items,991,-0.941911034
2,Legal,Fitting Rooms,111,-0.754326923
2,Legal,Floor,63,-1.252278646
2,Legal,Friendliness,1846,-0.440747741
2,Legal,Greeting,2056,-0.575770107
2,Legal,Heating/Cooling,78,-1.05221519
2,Legal,Helpfulness,3549,-0.620938608
2,Legal,In-Store Advertising,7,-1.071428571
2,Legal,In-Store Navigation,1598,-1.042041817
2,Legal,Knowledge,813,-0.814610648
2,Legal,Layout Consistency,399,-1.176443489
2,Legal,Lighting,126,-1.062026515
2,Legal,Listening,81,-1.030120482
2,Legal,New Merchandise,70,-0.941071429
2,Legal,Noise,308,-1.298028942
2,Legal,Odor,41,-1.716666667
2,Legal,On Display,1933,-1.193318588
2,Legal,Price Matching,90,-0.799757282
2,Legal,Pricing/Value,7073,-0.927991849
2,Legal,Product Availability,6480,-1.081083253
2,Legal,Pros/Cons,20,-1.19375
2,Legal,Quality of Staff,2245,-0.63248952
2,Legal,Quality/Reliability,2061,-1.082060344
2,Legal,Rebates,1,0
2,Legal,Receipt & Payment,278,-1.161921708
2,Legal,Refunds,55,-1.520089286
2,Legal,Renovations,77,-1.25
2,Legal,Restrooms General,813,-0.958478851
2,Legal,Returns,929,-1.02739899
2,Legal,Room to Shop,4917,-1.265734965
2,Legal,Samples and Testers,38,-0.93125
2,Legal,Self-Checkout,662,-0.994471601
2,Legal,Shopping Efficiency,1005,-0.27541097
2,Legal,Sinks,44,-0.978240741
2,Legal,Size,399,-0.85163835
2,Legal,Speed of Service,3156,-0.985418567
2,Legal,Staff Appearance,244,-0.862244898
2,Legal,Store Location,496,-0.743041831
2,Legal,Store Pickup,38,-1.153846154
2,Legal,Store Quality,3911,-0.756409857
2,Legal,Style/Design,1455,-0.986274831
2,Legal,Sufficient Floor Staff,1866,-0.986516386
2,Legal,Sufficient Registers,4162,-1.243184302
2,Legal,Sufficient Space,1677,-1.083260574
2,Legal,Tidiness,2728,-1.362122933
2,Legal,Toilets,131,-1.034304511
2,Legal,Variety,1333,-1.038487942
2,Legal,Warranty,74,-0.713815789
2,Marketing,Above & Beyond,741,0.711759135
2,Marketing,As Advertised,1524,-0.925190492
2,Marketing,Atmosphere,1201,0.561429909
2,Marketing,Attitude,14202,0.17454915
2,Marketing,Bagging,1196,-0.705622257
2,Marketing,Business Hours,688,-0.250264457
2,Marketing,Cart Availability,1007,-0.507616279
2,Marketing,Cart Quality,898,-0.112754767
2,Marketing,Checkout Wait Time,7554,-0.502980096
2,Marketing,Cleanliness,4634,0.176330008
2,Marketing,Communication Skills,568,-0.48161157
2,Marketing,Condition,242,-0.084349593
2,Marketing,Coupons,3763,-0.2608178
2,Marketing,Design,497,-0.151421762
2,Marketing,Discounts,22628,0.778343231
2,Marketing,Ease of Checkout,1031,-0.419171438
2,Marketing,Ease of Parking,365,-0.167905405
2,Marketing,Exchanges,209,-0.450643777
2,Marketing,Express Lanes,382,-0.583950617
2,Marketing,Features/Functionality,758,0.116498262
2,Marketing,Fees,61,-0.454761905
2,Marketing,Financing,385,-0.459593233
2,Marketing,Finding Help,4770,-0.239226321
2,Marketing,Finding Items,8603,0.008071302
2,Marketing,Fitting Rooms,137,-0.394263699
2,Marketing,Floor,45,-0.605555556
2,Marketing,Friendliness,7236,0.262412815
2,Marketing,Greeting,2731,0.052100983
2,Marketing,Heating/Cooling,197,-0.280339806
2,Marketing,Helpfulness,8299,0.076755069
2,Marketing,In-Store Advertising,74,-0.773648649
2,Marketing,In-Store Navigation,3772,-0.447637649
2,Marketing,Knowledge,3893,-0.225488257
2,Marketing,Layout Consistency,748,-0.663411458
2,Marketing,Lighting,318,0.062248238
2,Marketing,Listening,270,-0.237727273
2,Marketing,New Merchandise,678,-0.160349854
2,Marketing,Noise,526,-0.614197531
2,Marketing,Odor,144,-0.033496732
2,Marketing,On Display,5409,-0.326459592
2,Marketing,Price Matching,2323,-0.197852042
2,Marketing,Pricing/Value,52042,0.155765426
2,Marketing,Product Availability,28369,-0.55548137
2,Marketing,Pros/Cons,62,0.212239583
2,Marketing,Quality of Staff,8363,0.215787297
2,Marketing,Quality/Reliability,5585,-0.387729128
2,Marketing,Rebates,287,-0.5830721
2,Marketing,Receipt & Payment,938,-0.706197699
2,Marketing,Refunds,312,-0.845550412
2,Marketing,Renovations,209,-0.296536797
2,Marketing,Restrooms General,976,0.013420122
2,Marketing,Returns,2529,-0.37968562
2,Marketing,Room to Shop,7194,-0.675789939
2,Marketing,Samples and Testers,344,-0.120720721
2,Marketing,Self-Checkout,1936,-0.503830388
2,Marketing,Shopping Efficiency,2946,0.786544966
2,Marketing,Sinks,15,-0.1
2,Marketing,Size,709,-0.225904304
2,Marketing,Speed of Service,7617,-0.449590413
2,Marketing,Staff Appearance,774,-0.061625514
2,Marketing,Store Location,1644,0.103231598
2,Marketing,Store Pickup,183,-0.502991453
2,Marketing,Store Quality,17987,0.313150967
2,Marketing,Style/Design,12112,-0.139606446
2,Marketing,Sufficient Floor Staff,3452,-0.464482155
2,Marketing,Sufficient Registers,9521,-0.568190837
2,Marketing,Sufficient Space,299,-0.279626623
2,Marketing,Tidiness,9490,-0.426937928
2,Marketing,Toilets,57,-0.245689655
2,Marketing,Variety,20138,-0.118403746
2,Marketing,Warranty,117,-0.308467742
2,Non-Actionable,Above & Beyond,113,0.015486726
2,Non-Actionable,As Advertised,15,-0.077777778
2,Non-Actionable,Atmosphere,70,-0.010714286
2,Non-Actionable,Attitude,1988,0.051297453
2,Non-Actionable,Bagging,42,-0.43452381
2,Non-Actionable,Business Hours,67,0.055147059
2,Non-Actionable,Cart Availability,31,-0.1484375
2,Non-Actionable,Cart Quality,29,-0.345833333
2,Non-Actionable,Checkout Wait Time,451,-0.008985201
2,Non-Actionable,Cleanliness,624,0.063195548
2,Non-Actionable,Communication Skills,24,-0.34
2,Non-Actionable,Condition,73,0.219178082
2,Non-Actionable,Coupons,53,-0.162037037
2,Non-Actionable,Design,64,-0.0234375
2,Non-Actionable,Discounts,198,0.017241379
2,Non-Actionable,Ease of Checkout,50,-0.08
2,Non-Actionable,Ease of Parking,66,-0.117647059
2,Non-Actionable,Exchanges,14,-0.214285714
2,Non-Actionable,Express Lanes,16,-0.222222222
2,Non-Actionable,Features/Functionality,49,0.12244898
2,Non-Actionable,Fees,1,0
2,Non-Actionable,Financing,19,0
2,Non-Actionable,Finding Help,386,-0.102701005
2,Non-Actionable,Finding Items,597,0.039126853
2,Non-Actionable,Fitting Rooms,10,0.1
2,Non-Actionable,Floor,1,0
2,Non-Actionable,Friendliness,961,0.034276249
2,Non-Actionable,Greeting,267,-0.05141844
2,Non-Actionable,Heating/Cooling,19,0.131578947
2,Non-Actionable,Helpfulness,1214,0.007744241
2,Non-Actionable,In-Store Advertising,1,0
2,Non-Actionable,In-Store Navigation,203,-0.122596154
2,Non-Actionable,Knowledge,209,-0.273104265
2,Non-Actionable,Layout Consistency,30,-0.066666667
2,Non-Actionable,Lighting,27,-0.074074074
2,Non-Actionable,Listening,12,-0.354166667
2,Non-Actionable,New Merchandise,11,0.204545455
2,Non-Actionable,Noise,29,-0.431034483
2,Non-Actionable,Odor,8,-0.40625
2,Non-Actionable,On Display,89,-0.330645161
2,Non-Actionable,Price Matching,69,0.167857143
2,Non-Actionable,Pricing/Value,1679,0.0263596
2,Non-Actionable,Product Availability,1026,-0.100791855
2,Non-Actionable,Pros/Cons,4,-0.25
2,Non-Actionable,Quality of Staff,1108,0.107454228
2,Non-Actionable,Quality/Reliability,197,-0.178140097
2,Non-Actionable,Rebates,1,0
2,Non-Actionable,Receipt & Payment,25,-0.08
2,Non-Actionable,Refunds,6,0
2,Non-Actionable,Renovations,55,-0.098214286
2,Non-Actionable,Restrooms General,55,0.047727273
2,Non-Actionable,Returns,122,-0.045634921
2,Non-Actionable,Room to Shop,291,-0.111577181
2,Non-Actionable,Samples and Testers,10,-0.083333333
2,Non-Actionable,Self-Checkout,251,-0.227746212
2,Non-Actionable,Shopping Efficiency,654,0.106334842
2,Non-Actionable,Size,118,-0.016949153
2,Non-Actionable,Speed of Service,438,-0.01953125
2,Non-Actionable,Staff Appearance,26,-0.048076923
2,Non-Actionable,Store Location,260,0.078244275
2,Non-Actionable,Store Pickup,3,0
2,Non-Actionable,Store Quality,5850,0.150595338
2,Non-Actionable,Style/Design,376,-0.023734177
2,Non-Actionable,Sufficient Floor Staff,140,-0.02570922
2,Non-Actionable,Sufficient Registers,397,-0.187803398
2,Non-Actionable,Sufficient Space,45,-0.304347826
2,Non-Actionable,Tidiness,560,0.010544815
2,Non-Actionable,Variety,960,-0.287037037
2,Non-Actionable,Warranty,4,0
