Primary,Related,Cooc
Modem / Router,Non-recurring Charges,1.45
Modem / Router,Account Verification,1.45
Modem / Router,All Competitors,1.45
Modem / Router,Cost,1.45
Modem / Router,Keeping Promises - Billing,1.45
Modem / Router,Set Top Box,1.45
Modem / Router,Live Chat,0.72
Modem / Router,Self Installation,0.72
Modem / Router,Advertising and Collateral,0.72
Modem / Router,Picture Quality,0.72
Modem / Router,Email / Home Page,0.72
Modem / Router,Contracts,0.72
Modem / Router,Ease of Ordering,0.72
Modem / Router,Supervisor Escalation,0.72
Modem / Router,Outsourcing,0.72
Modem / Router,PPV / VOD Billing,0.72
Modem / Router,Attitude,0.72
Modem / Router,Getting to Rep / Reaching the Right Person,0.72
Move / Transfer of Service,Contracts,15.38
Move / Transfer of Service,Contracts,5.77
Move / Transfer of Service,All Competitors,5.77
Move / Transfer of Service,First Contact Resolution,5.77
Move / Transfer of Service,Ease of Ordering,3.85
Move / Transfer of Service,Collections,3.85
Move / Transfer of Service,Email / Home Page,1.92
Move / Transfer of Service,Keeping Promises - Appointments,1.92
Move / Transfer of Service,Keeping Promises - Customer Call Back,1.92
Move / Transfer of Service,Supervisor Escalation,1.92
Move / Transfer of Service,Keeping Promises - Customer Service,1.92
Move / Transfer of Service,Attitude,1.92
Move / Transfer of Service,Set Top Box,1.92
Move / Transfer of Service,Cost,1.92
Move / Transfer of Service,Billing Accuracy,1.92
Non-recurring Charges,Billing Accuracy,31.96
Non-recurring Charges,Cost,16.49
Non-recurring Charges,Keeping Promises - Billing,15.46
Non-recurring Charges,Keeping Promises - Customer Service,9.28
Non-recurring Charges,Bill Format,6.19
Non-recurring Charges,Keeping Promises - Appointments,6.19
Non-recurring Charges,Appointment Time / Window Convenience,6.19
Non-recurring Charges,Attitude,4.12
Non-recurring Charges,All Competitors,4.12
Non-recurring Charges,Transfer / Hold,4.12
Non-recurring Charges,Payment,3.09
Non-recurring Charges,First Contact Resolution,3.09
Non-recurring Charges,Bill Explanation,3.09
Non-recurring Charges,Unauthorized Charge / Changes,3.09
Non-recurring Charges,Call Quality,3.09
Non-recurring Charges,Modem / Router,2.06
Non-recurring Charges,Email / Home Page,2.06
Non-recurring Charges,Programming / Channel Line Up,2.06
Non-recurring Charges,Home Monitor,2.06
Non-recurring Charges,Taxes / Surcharges,2.06
Non-recurring Charges,Regulatory,2.06
Non-recurring Charges,Self Installation,2.06
Non-recurring Charges,Knowledge / Helpfulness,2.06
Non-recurring Charges,Ease of Ordering,2.06
Non-recurring Charges,Keeping Promises - Customer Call Back,2.06
Non-recurring Charges,Resolution Time,1.03
Non-recurring Charges,Technical Support,1.03
Non-recurring Charges,Pay Per View / VOD,1.03
Non-recurring Charges,Reliability / Out Of Service,1.03
Non-recurring Charges,Equipment Delivery / Returns,1.03
Non-recurring Charges,Warranty,1.03
Non-recurring Charges,Spec Needs / Usability,1.03
Non-recurring Charges,Instructions,1.03
Non-recurring Charges,Speed,1.03
Non-recurring Charges,Contracts,1.03
Non-recurring Charges,Solicitation,1.03
Non-recurring Charges,Equipment Delivery / Returns,1.03
Non-recurring Charges,Supervisor Escalation,1.03
Non-recurring Charges,PPV / VOD Billing,1.03
Non-recurring Charges,Calling Plans,1.03
Non-recurring Charges,Contracts,1.03
Non-recurring Charges,Interactive Voice Response (IVR),1.03
Non-recurring Charges,Collections,1.03
One Visit Resolution,Billing Accuracy,100
One Visit Resolution,Transfer / Hold,66.67
One Visit Resolution,Set Top Box,33.33
One Visit Resolution,Keeping Promises - Billing,33.33
One Visit Resolution,Email / Home Page,33.33
One Visit Resolution,Bill Explanation,33.33
OneBill / Split Bill,Billing Accuracy,19.15
OneBill / Split Bill,Keeping Promises - Billing,14.89
OneBill / Split Bill,Cost,10.64
OneBill / Split Bill,Keeping Promises - Customer Service,6.38
OneBill / Split Bill,Bill Explanation,6.38
OneBill / Split Bill,Transfer / Hold,2.13
OneBill / Split Bill,Account Verification,2.13
OneBill / Split Bill,Contracts,2.13
OneBill / Split Bill,Bill Format,2.13
OneBill / Split Bill,Internet - General,2.13
OneBill / Split Bill,First Contact Resolution,2.13
OneBill / Split Bill,Regulatory,2.13
OneBill / Split Bill,Collections,2.13
OneBill / Split Bill,Ease of Ordering,2.13
OneBill / Split Bill,Contracts,2.13
OneBill / Split Bill,Programming / Channel Line Up,2.13
OneBill / Split Bill,Advertising and Collateral,2.13
OneBill / Split Bill,Payment,2.13
Online Account Management,Payment,75
Online Account Management,Billing Accuracy,50
Online Account Management,Regulatory,25
Online Account Management,Programming / Channel Line Up,25
Online Account Management,First Contact Resolution,25
Online Account Management,All Competitors,25
Online Account Management,Account Verification,25
Outsourcing,Keeping Promises - Appointments,8.51
Outsourcing,Technical Support,6.38
Outsourcing,Getting to Rep / Reaching the Right Person,6.38
Outsourcing,Keeping Promises - Customer Call Back,4.26
Outsourcing,Collections,4.26
Outsourcing,Contracts,4.26
Outsourcing,Email / Home Page,4.26
Outsourcing,Transfer / Hold,4.26
Outsourcing,Calling Plans,4.26
Outsourcing,Attitude,4.26
Outsourcing,First Contact Resolution,4.26
Outsourcing,Billing Accuracy,2.13
Outsourcing,Modem / Router,2.13
Outsourcing,Appt Verification,2.13
Outsourcing,Regulatory,2.13
Outsourcing,Keeping Promises - Customer Service,2.13
Outsourcing,Resolution Time,2.13
Outsourcing,Taxes / Surcharges,2.13
Outsourcing,Spec Needs / Usability,2.13
Outsourcing,Call Quality,2.13
Outsourcing,Cost,2.13
PPV / VOD Billing,Packages / Premium Channels,41.67
PPV / VOD Billing,Billing Accuracy,27.78
PPV / VOD Billing,Programming / Channel Line Up,27.78
PPV / VOD Billing,Pay Per View / VOD,25
PPV / VOD Billing,Keeping Promises - Billing,13.89
PPV / VOD Billing,Contracts,13.89
PPV / VOD Billing,Cost,11.11
PPV / VOD Billing,First Contact Resolution,8.33
PPV / VOD Billing,Email / Home Page,5.56
PPV / VOD Billing,Keeping Promises - Customer Service,5.56
PPV / VOD Billing,Promotions,5.56
PPV / VOD Billing,Taxes / Surcharges,5.56
PPV / VOD Billing,Transfer / Hold,5.56
PPV / VOD Billing,Technical Support,2.78
PPV / VOD Billing,Modem / Router,2.78
PPV / VOD Billing,Phone - General,2.78
PPV / VOD Billing,Collections,2.78
PPV / VOD Billing,Bill Explanation,2.78
PPV / VOD Billing,Instructions,2.78
PPV / VOD Billing,Non-recurring Charges,2.78
PPV / VOD Billing,Payment,2.78
PPV / VOD Billing,Keeping Promises - Appointments,2.78
PPV / VOD Billing,All Competitors,2.78
PPV / VOD Billing,Contracts,2.78
Packages / Premium Channels,Programming / Channel Line Up,43.64
Packages / Premium Channels,PPV / VOD Billing,27.27
Packages / Premium Channels,Cost,18.18
Packages / Premium Channels,Keeping Promises - Billing,18.18
Packages / Premium Channels,Billing Accuracy,12.73
Packages / Premium Channels,Keeping Promises - Customer Service,10.91
Packages / Premium Channels,Contracts,9.09
Packages / Premium Channels,Pay Per View / VOD,7.27
Packages / Premium Channels,Promotions,7.27
Packages / Premium Channels,Taxes / Surcharges,5.45
Packages / Premium Channels,Resolution Time,3.64
Packages / Premium Channels,Contracts,3.64
Packages / Premium Channels,Technical Support,3.64
Packages / Premium Channels,Transfer / Hold,3.64
Packages / Premium Channels,Email / Home Page,3.64
Packages / Premium Channels,Phone - General,1.82
Packages / Premium Channels,All Competitors,1.82
Packages / Premium Channels,Attitude,1.82
Packages / Premium Channels,Knowledge / Helpfulness,1.82
Packages / Premium Channels,First Contact Resolution,1.82
Packages / Premium Channels,Keeping Promises - Customer Call Back,1.82
Packages / Premium Channels,Collections,1.82
Packages / Premium Channels,Solicitation,1.82
Packages / Premium Channels,Speed,1.82
Packages / Premium Channels,Picture Quality,1.82
Packages / Premium Channels,Set Top Box,1.82
Packages / Premium Channels,Appointment Time / Window Convenience,1.82
Pay Per View / VOD,PPV / VOD Billing,27.27
Pay Per View / VOD,Programming / Channel Line Up,27.27
Pay Per View / VOD,Billing Accuracy,15.15
Pay Per View / VOD,Packages / Premium Channels,12.12
Pay Per View / VOD,First Contact Resolution,6.06
Pay Per View / VOD,Cost,6.06
Pay Per View / VOD,Resolution Time,6.06
Pay Per View / VOD,Modem / Router,6.06
Pay Per View / VOD,Picture Quality,6.06
Pay Per View / VOD,Keeping Promises - Appointments,3.03
Pay Per View / VOD,Promotions,3.03
Pay Per View / VOD,Set Top Box,3.03
Pay Per View / VOD,Remote,3.03
Pay Per View / VOD,Program Guide,3.03
Pay Per View / VOD,Reliability / Out Of Service,3.03
Pay Per View / VOD,Equipment Delivery / Returns,3.03
Pay Per View / VOD,Instructions,3.03
Pay Per View / VOD,Email / Home Page,3.03
Pay Per View / VOD,Contracts,3.03
Pay Per View / VOD,Keeping Promises - Customer Call Back,3.03
Pay Per View / VOD,Knowledge / Helpfulness,3.03
Pay Per View / VOD,Attitude,3.03
Pay Per View / VOD,All Competitors,3.03
Pay Per View / VOD,Non-recurring Charges,3.03
Pay Per View / VOD,Account Verification,3.03
Pay Per View / VOD,Transfer / Hold,3.03
Pay Per View / VOD,In Home Agent,3.03
Payment,Billing Accuracy,13.68
Payment,Keeping Promises - Billing,6.84
Payment,Keeping Promises - Customer Service,6.84
Payment,Email / Home Page,5.98
Payment,First Contact Resolution,5.13
Payment,.Com,2.56
Payment,Non-recurring Charges,2.56
Payment,Taxes / Surcharges,2.56
Payment,Contracts,2.56
Payment,Keeping Promises - Customer Call Back,2.56
Payment,Regulatory,2.56
Payment,Ease of Ordering,2.56
Payment,Online Account Management,2.56
Payment,Getting to Rep / Reaching the Right Person,1.71
Payment,Transfer / Hold,1.71
Payment,Unauthorized Charge / Changes,1.71
Payment,Bill Format,1.71
Payment,All Competitors,1.71
Payment,Attitude,1.71
Payment,Legal - Other,1.71
Payment,Programming / Channel Line Up,1.71
Payment,Business Hours,0.85
Payment,Technician,0.85
Payment,Account Verification,0.85
Payment,Calling Plans,0.85
Payment,PPV / VOD Billing,0.85
Payment,OneBill / Split Bill,0.85
Payment,Knowledge / Helpfulness,0.85
Payment,Bill Explanation,0.85
Payment,Collections,0.85
Payment,Solicitation,0.85
Payment,Call Quality,0.85
Payment,Equipment Delivery / Returns,0.85
Payment,Advertising and Collateral,0.85
Payment,Referrals / Word of Mouth,0.85
Payment,Promotions,0.85
Payment,Live Chat,0.85
Payment,Interactive Voice Response (IVR),0.85
Phone - General,Billing Accuracy,42.86
Phone - General,Programming / Channel Line Up,28.57
Phone - General,Keeping Promises - Billing,28.57
Phone - General,Advertising and Collateral,14.29
Phone - General,Contracts,14.29
Phone - General,Email / Home Page,14.29
Phone - General,Migration,14.29
Phone - General,Packages / Premium Channels,14.29
Phone - General,Taxes / Surcharges,14.29
Phone - General,PPV / VOD Billing,14.29
Phone - General,Contracts,14.29
Phone - General,First Contact Resolution,14.29
Picture Quality,Programming / Channel Line Up,20
Picture Quality,Set Top Box,12.5
Picture Quality,Appointment Time / Window Convenience,10
Picture Quality,Technician,7.5
Picture Quality,Keeping Promises - Billing,7.5
Picture Quality,Email / Home Page,5
Picture Quality,Pay Per View / VOD,5
Picture Quality,All Competitors,5
Picture Quality,Keeping Promises - Appointments,5
Picture Quality,Speed,5
Picture Quality,Keeping Promises - Customer Service,5
Picture Quality,Billing Accuracy,5
Picture Quality,Technical Support,2.5
Picture Quality,Self Installation,2.5
Picture Quality,Promotions,2.5
Picture Quality,Remote,2.5
Picture Quality,Program Guide,2.5
Picture Quality,Packages / Premium Channels,2.5
Picture Quality,Instructions,2.5
Picture Quality,Call Quality,2.5
Picture Quality,Modem / Router,2.5
Picture Quality,Up Sell,2.5
Picture Quality,Supervisor Escalation,2.5
Picture Quality,Knowledge / Helpfulness,2.5
Picture Quality,Cost,2.5
Picture Quality,Voice Mail,2.5
Program Guide,Set Top Box,33.33
Program Guide,Programming / Channel Line Up,16.67
Program Guide,Remote,16.67
Program Guide,Spec Needs / Usability,8.33
Program Guide,Equipment Delivery / Returns,8.33
Program Guide,Pay Per View / VOD,8.33
Program Guide,Picture Quality,8.33
Program Guide,Keeping Promises - Appointments,8.33
Program Guide,Technician,8.33
Program Guide,Account Verification,8.33
Program Guide,First Contact Resolution,8.33
Program Guide,Instructions,8.33
Programming / Channel Line Up,Packages / Premium Channels,8.51
Programming / Channel Line Up,Keeping Promises - Billing,6.38
Programming / Channel Line Up,Billing Accuracy,6.03
Programming / Channel Line Up,Cost,4.96
Programming / Channel Line Up,Keeping Promises - Appointments,4.61
Programming / Channel Line Up,Contracts,3.55
Programming / Channel Line Up,Set Top Box,3.55
Programming / Channel Line Up,Keeping Promises - Customer Service,3.55
Programming / Channel Line Up,PPV / VOD Billing,3.55
Programming / Channel Line Up,Pay Per View / VOD,3.19
Programming / Channel Line Up,Picture Quality,2.84
Programming / Channel Line Up,Appointment Time / Window Convenience,2.48
Programming / Channel Line Up,First Contact Resolution,2.48
Programming / Channel Line Up,Resolution Time,2.13
Programming / Channel Line Up,Advertising and Collateral,2.13
Programming / Channel Line Up,Call Quality,2.13
Programming / Channel Line Up,Email / Home Page,2.13
Programming / Channel Line Up,Speed,1.77
Programming / Channel Line Up,Attitude,1.42
Programming / Channel Line Up,Bill Explanation,1.42
Programming / Channel Line Up,Business Hours,1.06
Programming / Channel Line Up,Technical Support,1.06
Programming / Channel Line Up,Taxes / Surcharges,1.06
Programming / Channel Line Up,Supervisor Escalation,1.06
Programming / Channel Line Up,Modem / Router,1.06
Programming / Channel Line Up,Equipment Delivery / Returns,0.71
Programming / Channel Line Up,Solicitation,0.71
Programming / Channel Line Up,Legal - Other,0.71
Programming / Channel Line Up,Keeping Promises - Customer Call Back,0.71
Programming / Channel Line Up,Technician,0.71
Programming / Channel Line Up,Knowledge / Helpfulness,0.71
Programming / Channel Line Up,Phone - General,0.71
Programming / Channel Line Up,Payment,0.71
Programming / Channel Line Up,Account Verification,0.71
Programming / Channel Line Up,Bill Format,0.71
Programming / Channel Line Up,Non-recurring Charges,0.71
Programming / Channel Line Up,Transfer / Hold,0.71
Programming / Channel Line Up,Contracts,0.71
Programming / Channel Line Up,Getting to Rep / Reaching the Right Person,0.71
Programming / Channel Line Up,Home Monitor,0.71
Programming / Channel Line Up,Program Guide,0.71
Programming / Channel Line Up,Equipment Delivery / Returns,0.71
Programming / Channel Line Up,Collections,0.35
Programming / Channel Line Up,Voice Mail,0.35
Programming / Channel Line Up,Remote,0.35
Programming / Channel Line Up,Regulatory,0.35
Programming / Channel Line Up,OneBill / Split Bill,0.35
Programming / Channel Line Up,Up Sell,0.35
Programming / Channel Line Up,Promotions,0.35
Programming / Channel Line Up,Online Account Management,0.35
Programming / Channel Line Up,Caller ID,0.35
Programming / Channel Line Up,Migration,0.35
Programming / Channel Line Up,Reliability / Out Of Service,0.35
Programming / Channel Line Up,Self Installation,0.35
Programming / Channel Line Up,Spec Needs / Usability,0.35
Programming / Channel Line Up,Instructions,0.35
Programming / Channel Line Up,All Competitors,0.35
Promotions,Keeping Promises - Billing,16.67
Promotions,Keeping Promises - Customer Service,14.71
Promotions,Billing Accuracy,5.88
Promotions,Transfer / Hold,4.9
Promotions,Keeping Promises - Customer Call Back,3.92
Promotions,Cost,3.92
Promotions,Packages / Premium Channels,3.92
Promotions,Taxes / Surcharges,2.94
Promotions,Email / Home Page,2.94
Promotions,Self Installation,2.94
Promotions,First Contact Resolution,1.96
Promotions,Attitude,1.96
Promotions,All Competitors,1.96
Promotions,PPV / VOD Billing,1.96
Promotions,Supervisor Escalation,1.96
Promotions,Keeping Promises - Appointments,1.96
Promotions,Set Top Box,1.96
Promotions,Ease of Ordering,1.96
Promotions,Contracts,0.98
Promotions,Wifi,0.98
Promotions,Payment,0.98
Promotions,Speed,0.98
Promotions,Bill Format,0.98
Promotions,Resolution Time,0.98
Promotions,Picture Quality,0.98
Promotions,Programming / Channel Line Up,0.98
Promotions,Door to Door Agent,0.98
Promotions,Getting to Rep / Reaching the Right Person,0.98
Promotions,Knowledge / Helpfulness,0.98
Promotions,Pay Per View / VOD,0.98
Referrals / Word of Mouth,Regulatory,11.9
Referrals / Word of Mouth,All Competitors,9.52
Referrals / Word of Mouth,First Contact Resolution,7.14
Referrals / Word of Mouth,Transfer / Hold,7.14
Referrals / Word of Mouth,Migration,4.76
Referrals / Word of Mouth,Cost,4.76
Referrals / Word of Mouth,Keeping Promises - Billing,4.76
Referrals / Word of Mouth,Keeping Promises - Customer Call Back,4.76
Referrals / Word of Mouth,Legal - Other,4.76
Referrals / Word of Mouth,Keeping Promises - Appointments,4.76
Referrals / Word of Mouth,Contracts,4.76
Referrals / Word of Mouth,Supervisor Escalation,4.76
Referrals / Word of Mouth,Collections,2.38
Referrals / Word of Mouth,Attitude,2.38
Referrals / Word of Mouth,Payment,2.38
Referrals / Word of Mouth,Billing Accuracy,2.38
Referrals / Word of Mouth,Interactive Voice Response (IVR),2.38
Referrals / Word of Mouth,Resolution Time,2.38
Referrals / Word of Mouth,Technician,2.38
Referrals / Word of Mouth,Live Chat,2.38
Referrals / Word of Mouth,Installation - Physical,2.38
Referrals / Word of Mouth,Advertising and Collateral,2.38
Referrals / Word of Mouth,Set Top Box,2.38
Referrals / Word of Mouth,Instructions,2.38
Referrals / Word of Mouth,Reliability / Out Of Service,2.38
Regulatory,Billing Accuracy,4.89
Regulatory,Contracts,4.51
Regulatory,Keeping Promises - Customer Call Back,4.14
Regulatory,Keeping Promises - Customer Service,4.14
Regulatory,Keeping Promises - Billing,3.38
Regulatory,Reliability / Out Of Service,3.01
Regulatory,Email / Home Page,3.01
Regulatory,Transfer / Hold,3.01
Regulatory,Call Quality,2.63
Regulatory,Taxes / Surcharges,2.26
Regulatory,Collections,2.26
Regulatory,Appointment Time / Window Convenience,2.26
Regulatory,Contracts,2.26
Regulatory,Cost,1.88
Regulatory,Keeping Promises - Appointments,1.88
Regulatory,Referrals / Word of Mouth,1.88
Regulatory,Bill Explanation,1.88
Regulatory,Knowledge / Helpfulness,1.88
Regulatory,All Competitors,1.5
Regulatory,First Contact Resolution,1.5
Regulatory,Payment,1.13
Regulatory,Attitude,1.13
Regulatory,Set Top Box,1.13
Regulatory,Resolution Time,1.13
Regulatory,Legal - Other,1.13
Regulatory,Unauthorized Charge / Changes,0.75
Regulatory,Non-recurring Charges,0.75
Regulatory,Voice Mail,0.75
Regulatory,Getting to Rep / Reaching the Right Person,0.75
Regulatory,Supervisor Escalation,0.75
Regulatory,Technician,0.75
Regulatory,Installation - Physical,0.38
Regulatory,Online Account Management,0.38
Regulatory,Live Chat,0.38
Regulatory,Advertising and Collateral,0.38
Regulatory,Programming / Channel Line Up,0.38
Regulatory,Migration,0.38
Regulatory,Caller ID,0.38
Regulatory,Interactive Voice Response (IVR),0.38
Regulatory,OneBill / Split Bill,0.38
Regulatory,Outsourcing,0.38
Regulatory,Instructions,0.38
Reliability / Out Of Service,Regulatory,5.16
Reliability / Out Of Service,Call Quality,3.87
Reliability / Out Of Service,First Contact Resolution,3.87
Reliability / Out Of Service,Resolution Time,2.58
Reliability / Out Of Service,Keeping Promises - Appointments,2.58
Reliability / Out Of Service,Appointment Time / Window Convenience,1.94
Reliability / Out Of Service,Keeping Promises - Customer Service,1.94
Reliability / Out Of Service,Technical Support,1.94
Reliability / Out Of Service,Transfer / Hold,1.94
Reliability / Out Of Service,Solicitation,1.29
Reliability / Out Of Service,Technician,1.29
Reliability / Out Of Service,Set Top Box,1.29
Reliability / Out Of Service,Email / Home Page,1.29
Reliability / Out Of Service,Supervisor Escalation,1.29
Reliability / Out Of Service,Collections,0.65
Reliability / Out Of Service,Knowledge / Helpfulness,0.65
Reliability / Out Of Service,Contracts,0.65
Reliability / Out Of Service,Interactive Voice Response (IVR),0.65
Reliability / Out Of Service,Speed,0.65
Reliability / Out Of Service,Non-recurring Charges,0.65
Reliability / Out Of Service,Voice Mail,0.65
Reliability / Out Of Service,Spec Needs / Usability,0.65
Reliability / Out Of Service,Equipment Delivery / Returns,0.65
Reliability / Out Of Service,Pay Per View / VOD,0.65
Reliability / Out Of Service,Programming / Channel Line Up,0.65
Reliability / Out Of Service,Cost,0.65
Reliability / Out Of Service,Referrals / Word of Mouth,0.65
Reliability / Out Of Service,Attitude,0.65
Reliability / Out Of Service,Legal - Other,0.65
Reliability / Out Of Service,Keeping Promises - Customer Call Back,0.65
Reliability / Out Of Service,Billing Accuracy,0.65
Reliability / Out Of Service,All Competitors,0.65
Remote,Billing Accuracy,26.67
Remote,Equipment Delivery / Returns,13.33
Remote,Ease of Ordering,6.67
Remote,Technical Support,6.67
Remote,Account Verification,6.67
Remote,Set Top Box,6.67
Remote,Program Guide,6.67
Remote,Picture Quality,3.33
Remote,Programming / Channel Line Up,3.33
Remote,Appointment Time / Window Convenience,3.33
Remote,Technician,3.33
Remote,Resolution Time,3.33
Remote,Pay Per View / VOD,3.33
Remote,Equipment Delivery / Returns,3.33
Remote,Spec Needs / Usability,3.33
Remote,Instructions,3.33
Remote,Keeping Promises - Customer Call Back,3.33
Remote,First Contact Resolution,3.33
Remote,Cost,3.33
Remote,Transfer / Hold,3.33
Resolution Time,Transfer / Hold,19.57
Resolution Time,First Contact Resolution,13.04
Resolution Time,Keeping Promises - Appointments,7.34
Resolution Time,Keeping Promises - Customer Service,6.79
Resolution Time,Appointment Time / Window Convenience,5.16
Resolution Time,Billing Accuracy,4.62
Resolution Time,Technical Support,3.8
Resolution Time,Technician,3.8
Resolution Time,All Competitors,3.26
Resolution Time,Knowledge / Helpfulness,2.45
Resolution Time,Email / Home Page,2.45
Resolution Time,Keeping Promises - Customer Call Back,2.17
Resolution Time,Cost,2.17
Resolution Time,Keeping Promises - Billing,1.9
Resolution Time,Attitude,1.9
Resolution Time,Call Quality,1.9
Resolution Time,Programming / Channel Line Up,1.63
Resolution Time,Business Hours,1.63
Resolution Time,Getting to Rep / Reaching the Right Person,1.63
Resolution Time,Modem / Router,1.36
Resolution Time,Set Top Box,1.36
Resolution Time,Contracts,1.09
Resolution Time,Reliability / Out Of Service,1.09
Resolution Time,Instructions,0.82
Resolution Time,Speed,0.82
Resolution Time,Collections,0.82
Resolution Time,Interactive Voice Response (IVR),0.82
Resolution Time,Voice Mail,0.82
Resolution Time,Supervisor Escalation,0.82
Resolution Time,Regulatory,0.82
Resolution Time,Account Verification,0.82
Resolution Time,Bill Explanation,0.54
Resolution Time,Taxes / Surcharges,0.54
Resolution Time,Installation - Physical,0.54
Resolution Time,Home Monitor,0.54
Resolution Time,Pay Per View / VOD,0.54
Resolution Time,Packages / Premium Channels,0.54
Resolution Time,Caller ID,0.27
Resolution Time,Outsourcing,0.27
Resolution Time,Advertising and Collateral,0.27
Resolution Time,Referrals / Word of Mouth,0.27
Resolution Time,Promotions,0.27
Resolution Time,Self Installation,0.27
Resolution Time,Equipment Delivery / Returns,0.27
Resolution Time,Ease of Ordering,0.27
Resolution Time,Remote,0.27
Resolution Time,Legal - Other,0.27
Resolution Time,Contracts,0.27
Resolution Time,Unauthorized Charge / Changes,0.27
Resolution Time,Non-recurring Charges,0.27
Self Installation,Keeping Promises - Appointments,18.75
Self Installation,Appointment Time / Window Convenience,18.75
Self Installation,Promotions,18.75
Self Installation,Non-recurring Charges,12.5
Self Installation,Billing Accuracy,12.5
Self Installation,Technical Support,6.25
Self Installation,Resolution Time,6.25
Self Installation,Picture Quality,6.25
Self Installation,Modem / Router,6.25
Self Installation,Programming / Channel Line Up,6.25
Self Installation,Keeping Promises - Customer Call Back,6.25
Self Installation,Supervisor Escalation,6.25
Self Installation,Keeping Promises - Customer Service,6.25
Self Installation,Transfer / Hold,6.25
Self Installation,Keeping Promises - Billing,6.25
Set Top Box,Billing Accuracy,9.63
Set Top Box,First Contact Resolution,8.15
Set Top Box,Equipment Delivery / Returns,8.15
Set Top Box,Programming / Channel Line Up,7.41
Set Top Box,Equipment Delivery / Returns,6.67
Set Top Box,Keeping Promises - Billing,5.19
Set Top Box,Keeping Promises - Customer Service,5.19
Set Top Box,Keeping Promises - Customer Call Back,4.44
Set Top Box,Resolution Time,3.7
Set Top Box,Picture Quality,3.7
Set Top Box,Transfer / Hold,2.96
Set Top Box,All Competitors,2.96
Set Top Box,Program Guide,2.96
Set Top Box,Technician,2.22
Set Top Box,Keeping Promises - Appointments,2.22
Set Top Box,Knowledge / Helpfulness,2.22
Set Top Box,Bill Explanation,2.22
Set Top Box,Technical Support,2.22
Set Top Box,Regulatory,2.22
Set Top Box,Account Verification,1.48
Set Top Box,Cost,1.48
Set Top Box,Getting to Rep / Reaching the Right Person,1.48
Set Top Box,Promotions,1.48
Set Top Box,Remote,1.48
Set Top Box,Reliability / Out Of Service,1.48
Set Top Box,Modem / Router,1.48
Set Top Box,Contracts,1.48
Set Top Box,Ease of Ordering,1.48
Set Top Box,Appointment Time / Window Convenience,0.74
Set Top Box,Attitude,0.74
Set Top Box,In Home Agent,0.74
Set Top Box,Voice Mail,0.74
Set Top Box,Instructions,0.74
Set Top Box,Spec Needs / Usability,0.74
Set Top Box,Move / Transfer of Service,0.74
Set Top Box,Referrals / Word of Mouth,0.74
Set Top Box,Packages / Premium Channels,0.74
Set Top Box,Pay Per View / VOD,0.74
Set Top Box,Solicitation,0.74
Set Top Box,Live Chat,0.74
Set Top Box,One Visit Resolution,0.74
Set Top Box,Taxes / Surcharges,0.74
Set Top Box,Email / Home Page,0.74
Solicitation,Billing Accuracy,8.33
Solicitation,Keeping Promises - Billing,4.17
Solicitation,Unauthorized Charge / Changes,4.17
Solicitation,Cost,4.17
Solicitation,Appointment Time / Window Convenience,4.17
Solicitation,Programming / Channel Line Up,4.17
Solicitation,Reliability / Out Of Service,4.17
Solicitation,Spec Needs / Usability,4.17
Solicitation,Collections,4.17
Solicitation,All Competitors,4.17
Solicitation,Set Top Box,2.08
Solicitation,Non-recurring Charges,2.08
Solicitation,Contracts,2.08
Solicitation,Email / Home Page,2.08
Solicitation,Speed,2.08
Solicitation,Migration,2.08
Solicitation,10 Digit Dialing,2.08
Solicitation,Home Monitor,2.08
Solicitation,.Com,2.08
Solicitation,Packages / Premium Channels,2.08
Solicitation,Supervisor Escalation,2.08
Solicitation,First Contact Resolution,2.08
Solicitation,Attitude,2.08
Solicitation,Keeping Promises - Appointments,2.08
Solicitation,Payment,2.08
Solicitation,Ease of Ordering,2.08
Spec Needs / Usability,Billing Accuracy,8.33
Spec Needs / Usability,Call Quality,6.94
Spec Needs / Usability,Cost,5.56
Spec Needs / Usability,Keeping Promises - Billing,4.17
Spec Needs / Usability,Email / Home Page,2.78
Spec Needs / Usability,Solicitation,2.78
Spec Needs / Usability,Home Monitor,2.78
Spec Needs / Usability,Transfer / Hold,2.78
Spec Needs / Usability,Attitude,2.78
Spec Needs / Usability,Getting to Rep / Reaching the Right Person,1.39
Spec Needs / Usability,Interactive Voice Response (IVR),1.39
Spec Needs / Usability,Non-recurring Charges,1.39
Spec Needs / Usability,First Contact Resolution,1.39
Spec Needs / Usability,Keeping Promises - Customer Service,1.39
Spec Needs / Usability,Outsourcing,1.39
Spec Needs / Usability,Legal - Other,1.39
Spec Needs / Usability,Contracts,1.39
Spec Needs / Usability,10 Digit Dialing,1.39
Spec Needs / Usability,Equipment Delivery / Returns,1.39
Spec Needs / Usability,Reliability / Out Of Service,1.39
Spec Needs / Usability,Program Guide,1.39
Spec Needs / Usability,Programming / Channel Line Up,1.39
Spec Needs / Usability,Remote,1.39
Spec Needs / Usability,Set Top Box,1.39
Spec Needs / Usability,Appointment Time / Window Convenience,1.39
Spec Needs / Usability,Keeping Promises - Appointments,1.39
Speed,Cost,15.22
Speed,Billing Accuracy,10.87
Speed,Contracts,7.61
Speed,Keeping Promises - Customer Service,5.43
Speed,Programming / Channel Line Up,5.43
Speed,Ease of Ordering,4.35
Speed,Contracts,4.35
Speed,Modem / Router,4.35
